age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
37,management,single,university.degree,no,no,no,cellular,161.0,1,999.0,1,failure,no
28,blue-collar,married,basic.6y,no,yes,no,cellular,,4,999.0,0,nonexistent,yes
31,admin.,single,high.school,no,no,no,telephone,132.0,22,999.0,0,nonexistent,no
27,services,single,high.school,no,no,no,cellular,505.0,2,999.0,0,nonexistent,no
66,retired,married,unknown,no,no,no,cellular,43.0,1,999.0,2,failure,no
38,technician,married,university.degree,no,yes,no,cellular,1374.0,6,999.0,0,nonexistent,yes
36,admin.,single,university.degree,no,yes,no,cellular,85.0,1,999.0,1,failure,no
49,management,divorced,high.school,unknown,no,no,telephone,319.0,6,999.0,0,nonexistent,no
999,technician,divorced,high.school,no,no,no,cellular,205.0,3,999.0,0,nonexistent,no
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,310.0,1,999.0,0,nonexistent,no
999,blue-collar,married,basic.4y,unknown,yes,no,telephone,61.0,2,999.0,0,nonexistent,no
36,technician,married,professional.course,no,no,no,cellular,84.0,2,999.0,0,nonexistent,no
39,services,married,high.school,unknown,no,no,cellular,195.0,2,999.0,0,nonexistent,no
36,admin.,married,university.degree,no,yes,no,cellular,105.0,10,999.0,0,nonexistent,no
44,self-employed,single,professional.course,no,yes,no,cellular,775.0,5,999.0,1,failure,yes
27,blue-collar,single,basic.9y,no,no,no,cellular,64.0,1,999.0,0,nonexistent,no
39,technician,married,professional.course,no,yes,yes,cellular,501.0,1,999.0,0,nonexistent,no
35,services,single,high.school,unknown,yes,yes,telephone,1148.0,2,,0,nonexistent,no
38,technician,single,professional.course,no,yes,no,cellular,284.0,3,22.0,1,success,yes
37,admin.,married,high.school,no,no,no,cellular,157.0,3,999.0,0,nonexistent,no
43,self-employed,married,university.degree,no,yes,no,cellular,239.0,1,999.0,0,nonexistent,yes
53,blue-collar,married,basic.6y,no,no,no,cellular,592.0,3,999.0,1,failure,yes
50,admin.,married,high.school,no,yes,no,cellular,434.0,2,999.0,0,nonexistent,yes
35,admin.,married,university.degree,no,no,no,cellular,1364.0,2,999.0,0,nonexistent,no
56,technician,married,professional.course,unknown,no,no,cellular,,2,999.0,0,nonexistent,no
32,admin.,married,university.degree,no,yes,no,cellular,103.0,1,999.0,1,failure,yes
47,unknown,married,unknown,no,no,no,cellular,85.0,1,999.0,0,nonexistent,no
32,blue-collar,married,high.school,no,yes,no,cellular,259.0,2,999.0,1,failure,no
52,technician,divorced,professional.course,unknown,yes,no,telephone,56.0,8,999.0,0,nonexistent,no
44,technician,married,professional.course,unknown,unknown,unknown,cellular,275.0,3,999.0,0,nonexistent,no
43,entrepreneur,married,basic.9y,no,yes,yes,cellular,74.0,1,999.0,0,nonexistent,no
36,management,married,university.degree,unknown,yes,no,telephone,28.0,1,999.0,0,nonexistent,no
53,services,married,university.degree,no,no,yes,cellular,74.0,2,999.0,0,nonexistent,no
66,retired,married,basic.4y,no,yes,yes,telephone,1127.0,1,999.0,0,nonexistent,yes
27,technician,single,professional.course,no,yes,no,telephone,324.0,3,999.0,0,nonexistent,no
50,technician,married,professional.course,no,unknown,unknown,cellular,319.0,2,999.0,1,failure,no
85,retired,married,basic.4y,no,no,no,cellular,165.0,3,999.0,0,nonexistent,no
53,technician,married,basic.9y,no,yes,no,cellular,144.0,1,999.0,0,nonexistent,no
28,self-employed,married,university.degree,no,yes,no,telephone,20.0,1,999.0,1,failure,no
29,entrepreneur,married,university.degree,no,yes,no,telephone,423.0,2,999.0,0,nonexistent,no
45,technician,divorced,unknown,unknown,no,no,cellular,64.0,2,999.0,0,nonexistent,no
32,technician,single,university.degree,no,yes,yes,cellular,181.0,2,999.0,1,failure,no
52,technician,divorced,professional.course,no,yes,no,cellular,205.0,1,999.0,0,nonexistent,no
43,services,,high.school,no,no,yes,cellular,79.0,2,3.0,2,success,no
58,retired,married,high.school,unknown,yes,no,cellular,194.0,1,,0,nonexistent,no
58,unemployed,married,basic.9y,no,no,no,telephone,266.0,2,999.0,0,nonexistent,no
24,student,single,high.school,no,no,no,cellular,288.0,6,6.0,1,success,yes
37,services,married,high.school,no,yes,no,cellular,81.0,2,999.0,1,failure,no
40,technician,married,professional.course,unknown,yes,no,cellular,198.0,3,999.0,0,nonexistent,no
33,technician,single,university.degree,no,no,yes,cellular,118.0,2,999.0,0,nonexistent,no
73,retired,married,unknown,no,yes,no,telephone,659.0,1,999.0,0,nonexistent,yes
39,retired,single,high.school,no,yes,no,telephone,448.0,1,999.0,0,nonexistent,no
42,admin.,married,university.degree,no,no,no,cellular,21.0,5,999.0,0,nonexistent,no
54,services,single,basic.9y,no,no,yes,cellular,169.0,1,999.0,0,nonexistent,no
39,blue-collar,married,basic.4y,no,no,no,cellular,272.0,1,999.0,1,failure,no
58,retired,married,basic.9y,unknown,yes,no,telephone,828.0,3,999.0,0,nonexistent,yes
38,technician,single,university.degree,no,no,no,cellular,135.0,7,999.0,0,nonexistent,no
35,blue-collar,single,unknown,no,no,no,telephone,104.0,1,999.0,0,nonexistent,no
32,admin.,married,high.school,no,no,no,cellular,549.0,2,999.0,0,nonexistent,no
33,admin.,single,university.degree,no,no,no,cellular,43.0,1,999.0,0,nonexistent,no
33,self-employed,single,university.degree,no,yes,no,cellular,265.0,2,999.0,0,nonexistent,yes
63,retired,married,unknown,no,no,no,cellular,150.0,1,999.0,1,failure,yes
33,entrepreneur,married,university.degree,no,yes,no,telephone,135.0,2,999.0,0,nonexistent,no
29,admin.,married,basic.9y,no,yes,no,telephone,120.0,1,999.0,0,nonexistent,no
30,admin.,single,high.school,no,yes,no,cellular,406.0,3,999.0,0,nonexistent,no
38,technician,married,professional.course,no,no,yes,cellular,120.0,1,,0,nonexistent,no
40,blue-collar,single,basic.9y,unknown,yes,no,telephone,824.0,2,999.0,0,nonexistent,no
39,admin.,married,high.school,no,yes,no,telephone,337.0,2,999.0,0,nonexistent,no
34,management,divorced,university.degree,no,yes,no,cellular,1228.0,6,999.0,0,nonexistent,yes
35,admin.,married,university.degree,no,no,no,telephone,420.0,4,999.0,0,nonexistent,no
38,technician,single,university.degree,no,yes,yes,telephone,245.0,3,999.0,0,nonexistent,no
57,technician,married,professional.course,no,yes,no,cellular,324.0,1,999.0,0,nonexistent,yes
35,technician,married,basic.9y,no,yes,no,telephone,197.0,2,999.0,0,nonexistent,no
43,technician,single,professional.course,no,yes,no,telephone,186.0,2,999.0,0,nonexistent,no
44,blue-collar,married,professional.course,no,unknown,unknown,telephone,189.0,2,999.0,0,nonexistent,no
29,technician,single,university.degree,no,yes,no,telephone,109.0,1,999.0,0,nonexistent,no
27,admin.,married,high.school,no,no,yes,cellular,62.0,7,,0,nonexistent,no
46,services,married,unknown,unknown,no,no,cellular,458.0,2,999.0,0,nonexistent,no
30,technician,single,university.degree,no,yes,no,cellular,979.0,3,999.0,0,nonexistent,yes
19,student,single,unknown,no,no,no,cellular,192.0,1,999.0,1,failure,no
34,blue-collar,married,basic.9y,unknown,no,no,telephone,59.0,1,999.0,0,nonexistent,no
999,admin.,married,university.degree,no,yes,no,cellular,116.0,2,999.0,0,nonexistent,no
34,technician,married,basic.9y,no,yes,no,cellular,66.0,1,999.0,1,failure,no
37,technician,single,university.degree,no,yes,yes,telephone,173.0,1,999.0,0,nonexistent,no
38,blue-collar,married,basic.6y,no,yes,no,telephone,,2,999.0,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,518.0,1,999.0,0,nonexistent,yes
46,blue-collar,single,basic.9y,no,yes,no,telephone,541.0,3,999.0,0,nonexistent,yes
35,admin.,married,university.degree,no,yes,no,telephone,150.0,1,999.0,0,nonexistent,no
39,technician,married,high.school,no,yes,no,cellular,,4,999.0,0,nonexistent,yes
999,admin.,married,university.degree,no,yes,no,telephone,94.0,7,999.0,0,nonexistent,no
54,blue-collar,single,basic.4y,no,no,no,telephone,253.0,3,999.0,0,nonexistent,no
999,blue-collar,married,basic.4y,unknown,yes,no,telephone,139.0,1,999.0,0,nonexistent,no
37,blue-collar,married,basic.6y,no,no,yes,telephone,297.0,2,999.0,0,nonexistent,no
34,admin.,single,high.school,no,yes,no,cellular,42.0,1,999.0,0,nonexistent,no
999,admin.,single,university.degree,no,yes,yes,telephone,97.0,1,999.0,0,nonexistent,yes
37,unemployed,married,professional.course,no,no,no,telephone,41.0,8,999.0,0,nonexistent,no
48,services,married,high.school,unknown,yes,no,telephone,189.0,1,999.0,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,yes,telephone,182.0,2,999.0,0,nonexistent,no
41,blue-collar,,basic.4y,unknown,unknown,unknown,cellular,314.0,1,999.0,0,nonexistent,no
57,technician,divorced,professional.course,no,unknown,unknown,cellular,,1,999.0,0,nonexistent,no
47,blue-collar,married,basic.6y,no,yes,no,telephone,,1,999.0,0,nonexistent,yes
57,blue-collar,married,basic.4y,unknown,no,no,cellular,366.0,9,999.0,0,nonexistent,no
52,blue-collar,married,basic.4y,no,no,no,telephone,154.0,2,999.0,0,nonexistent,no
33,housemaid,divorced,professional.course,no,no,no,cellular,129.0,2,999.0,0,nonexistent,no
36,technician,single,professional.course,no,no,no,cellular,371.0,1,999.0,0,nonexistent,no
56,retired,married,university.degree,no,yes,yes,cellular,104.0,2,999.0,0,nonexistent,no
30,technician,single,professional.course,no,yes,no,cellular,369.0,6,999.0,0,nonexistent,no
43,unemployed,married,professional.course,no,yes,no,telephone,52.0,1,999.0,0,nonexistent,no
40,self-employed,,unknown,unknown,no,no,telephone,1025.0,1,999.0,0,nonexistent,no
50,housemaid,single,unknown,no,yes,no,telephone,473.0,1,999.0,0,nonexistent,no
33,management,married,university.degree,no,no,yes,telephone,206.0,1,999.0,0,nonexistent,no
37,technician,single,university.degree,no,no,no,cellular,277.0,2,999.0,0,nonexistent,no
27,admin.,single,high.school,no,no,no,telephone,444.0,1,999.0,0,nonexistent,no
42,services,married,high.school,unknown,yes,no,cellular,136.0,4,999.0,0,nonexistent,no
44,admin.,married,high.school,no,no,yes,cellular,96.0,1,999.0,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,82.0,1,999.0,0,nonexistent,no
44,management,married,university.degree,no,no,no,cellular,1380.0,1,999.0,0,nonexistent,no
42,management,married,university.degree,unknown,yes,no,telephone,181.0,4,999.0,0,nonexistent,no
39,blue-collar,married,high.school,unknown,no,no,cellular,207.0,2,999.0,1,failure,no
54,services,married,basic.6y,no,yes,no,cellular,86.0,4,999.0,0,nonexistent,no
45,blue-collar,married,basic.9y,no,yes,no,cellular,174.0,1,,1,failure,no
32,blue-collar,married,basic.6y,no,yes,no,cellular,158.0,4,999.0,0,nonexistent,no
33,admin.,single,high.school,no,no,yes,telephone,113.0,1,999.0,0,nonexistent,no
26,student,single,basic.9y,no,yes,no,cellular,200.0,1,999.0,0,nonexistent,no
30,admin.,divorced,university.degree,no,no,no,cellular,464.0,1,999.0,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,cellular,631.0,2,999.0,0,nonexistent,yes
42,blue-collar,divorced,basic.9y,no,no,no,cellular,20.0,2,999.0,0,nonexistent,no
25,services,married,high.school,unknown,no,no,telephone,89.0,1,999.0,0,nonexistent,no
32,management,single,university.degree,no,yes,no,telephone,350.0,1,999.0,0,nonexistent,no
52,blue-collar,married,professional.course,unknown,yes,no,cellular,85.0,2,999.0,0,nonexistent,no
42,management,married,university.degree,no,yes,no,cellular,232.0,1,3.0,2,success,yes
58,admin.,married,basic.9y,unknown,no,no,telephone,228.0,1,999.0,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,telephone,263.0,8,999.0,0,nonexistent,no
38,services,married,high.school,no,no,no,telephone,510.0,3,999.0,0,nonexistent,no
32,services,married,basic.4y,unknown,no,no,cellular,891.0,4,,0,nonexistent,yes
31,services,single,high.school,no,yes,no,cellular,59.0,2,999.0,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,yes,yes,telephone,131.0,5,999.0,0,nonexistent,no
42,management,,university.degree,no,yes,no,cellular,355.0,1,999.0,1,failure,yes
42,management,married,basic.6y,unknown,yes,no,telephone,3078.0,4,999.0,0,nonexistent,no
44,management,divorced,university.degree,unknown,no,no,cellular,365.0,1,999.0,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,telephone,69.0,3,999.0,0,nonexistent,no
29,services,married,basic.9y,no,no,no,telephone,116.0,3,999.0,0,nonexistent,no
48,services,divorced,high.school,no,yes,no,cellular,90.0,3,999.0,1,failure,no
999,housemaid,married,basic.4y,no,no,no,cellular,91.0,1,999.0,1,failure,no
29,blue-collar,single,professional.course,no,no,yes,cellular,207.0,2,999.0,1,failure,yes
38,admin.,married,high.school,no,no,no,cellular,518.0,2,999.0,1,failure,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,830.0,1,999.0,1,failure,yes
19,student,single,basic.6y,no,yes,yes,cellular,452.0,5,13.0,1,success,yes
37,technician,married,professional.course,no,yes,no,cellular,252.0,2,999.0,0,nonexistent,no
26,admin.,single,university.degree,no,yes,no,cellular,153.0,1,999.0,0,nonexistent,yes
31,unemployed,single,professional.course,no,no,no,telephone,20.0,12,999.0,0,nonexistent,no
28,services,single,basic.9y,unknown,yes,no,telephone,59.0,3,999.0,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,telephone,227.0,15,999.0,0,nonexistent,no
32,services,married,high.school,no,no,no,cellular,1090.0,1,999.0,0,nonexistent,no
39,management,single,university.degree,no,yes,no,cellular,271.0,2,999.0,0,nonexistent,yes
56,housemaid,divorced,basic.4y,no,no,no,cellular,80.0,1,999.0,0,nonexistent,no
35,blue-collar,married,basic.6y,no,yes,no,telephone,44.0,2,999.0,0,nonexistent,no
40,self-employed,married,university.degree,unknown,yes,yes,cellular,1490.0,3,999.0,0,nonexistent,yes
29,admin.,married,university.degree,no,no,no,cellular,12.0,5,999.0,0,nonexistent,no
30,management,single,university.degree,no,yes,no,telephone,90.0,3,,0,nonexistent,no
30,self-employed,married,university.degree,no,yes,yes,cellular,145.0,1,999.0,0,nonexistent,no
42,admin.,divorced,university.degree,no,no,no,telephone,254.0,1,999.0,0,nonexistent,no
30,blue-collar,married,basic.6y,no,yes,no,telephone,257.0,3,999.0,0,nonexistent,no
26,student,single,high.school,no,no,no,cellular,716.0,3,999.0,1,failure,yes
31,self-employed,married,basic.9y,no,no,no,cellular,259.0,1,999.0,0,nonexistent,no
42,admin.,married,university.degree,no,yes,no,cellular,231.0,1,999.0,0,nonexistent,no
999,admin.,married,high.school,no,no,yes,telephone,422.0,1,999.0,0,nonexistent,no
28,admin.,single,high.school,no,no,no,telephone,197.0,4,999.0,0,nonexistent,no
40,blue-collar,married,basic.6y,no,yes,no,cellular,480.0,1,999.0,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,telephone,325.0,2,999.0,0,nonexistent,no
30,admin.,married,university.degree,no,yes,no,cellular,618.0,3,999.0,0,nonexistent,yes
58,management,,university.degree,no,yes,no,cellular,342.0,2,999.0,0,nonexistent,yes
34,admin.,single,university.degree,unknown,yes,yes,cellular,90.0,2,999.0,0,nonexistent,no
35,technician,single,professional.course,no,yes,no,cellular,493.0,1,999.0,0,nonexistent,no
60,retired,married,basic.6y,no,no,no,cellular,79.0,1,999.0,0,nonexistent,no
43,technician,divorced,professional.course,no,yes,no,telephone,201.0,1,999.0,0,nonexistent,no
49,technician,divorced,professional.course,unknown,no,no,cellular,377.0,2,999.0,0,nonexistent,no
45,technician,married,university.degree,no,no,no,telephone,79.0,3,999.0,0,nonexistent,no
53,admin.,married,university.degree,unknown,no,no,cellular,815.0,1,999.0,0,nonexistent,yes
34,admin.,married,high.school,no,no,no,cellular,59.0,7,999.0,0,nonexistent,no
30,admin.,single,high.school,no,yes,no,cellular,102.0,7,999.0,0,nonexistent,no
44,blue-collar,married,basic.4y,no,no,no,cellular,107.0,1,,0,nonexistent,no
56,unemployed,married,basic.9y,no,yes,yes,cellular,322.0,2,999.0,0,nonexistent,no
52,services,divorced,high.school,no,yes,no,telephone,201.0,1,999.0,0,nonexistent,no
40,blue-collar,married,basic.9y,unknown,no,no,telephone,32.0,1,999.0,0,nonexistent,no
50,technician,married,professional.course,no,yes,no,cellular,122.0,2,999.0,0,nonexistent,no
54,blue-collar,married,basic.4y,no,no,no,cellular,266.0,2,999.0,0,nonexistent,no
50,admin.,married,high.school,no,no,no,cellular,177.0,2,999.0,1,failure,no
48,technician,divorced,professional.course,no,yes,yes,telephone,215.0,2,999.0,0,nonexistent,no
31,services,single,high.school,no,no,yes,cellular,9.0,17,999.0,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,no,no,telephone,90.0,3,999.0,0,nonexistent,no
999,blue-collar,married,basic.4y,no,no,yes,cellular,69.0,1,999.0,1,failure,no
55,housemaid,married,university.degree,no,yes,no,cellular,705.0,1,999.0,0,nonexistent,no
999,retired,married,basic.4y,no,no,no,cellular,357.0,3,999.0,0,nonexistent,no
52,admin.,single,high.school,no,no,no,cellular,127.0,2,999.0,0,nonexistent,no
36,admin.,single,basic.9y,no,yes,no,cellular,274.0,1,999.0,0,nonexistent,no
33,admin.,single,university.degree,no,yes,yes,cellular,66.0,6,999.0,0,nonexistent,no
36,blue-collar,married,basic.4y,unknown,yes,no,cellular,403.0,1,999.0,0,nonexistent,no
29,services,married,high.school,no,yes,no,cellular,343.0,2,999.0,0,nonexistent,no
30,technician,single,university.degree,no,no,yes,cellular,197.0,1,,0,nonexistent,no
999,technician,married,university.degree,no,yes,no,cellular,262.0,3,999.0,0,nonexistent,no
55,admin.,single,university.degree,no,yes,no,cellular,93.0,2,999.0,0,nonexistent,no
42,technician,single,professional.course,unknown,no,no,telephone,22.0,1,999.0,0,nonexistent,no
37,admin.,married,university.degree,unknown,yes,no,cellular,163.0,1,999.0,0,nonexistent,no
31,technician,married,university.degree,no,no,no,cellular,146.0,2,12.0,3,failure,no
41,management,divorced,high.school,no,no,no,cellular,261.0,1,999.0,1,failure,no
31,blue-collar,single,basic.9y,no,no,no,cellular,65.0,5,999.0,0,nonexistent,no
999,blue-collar,single,basic.9y,unknown,unknown,unknown,cellular,93.0,2,999.0,0,nonexistent,no
29,admin.,married,university.degree,no,no,no,cellular,406.0,3,999.0,0,nonexistent,no
44,admin.,married,high.school,no,yes,yes,cellular,111.0,4,999.0,0,nonexistent,no
40,services,married,high.school,no,yes,no,cellular,151.0,4,999.0,1,failure,no
52,management,married,university.degree,no,yes,no,telephone,412.0,1,999.0,0,nonexistent,no
54,admin.,married,high.school,no,yes,no,cellular,92.0,1,999.0,0,nonexistent,no
45,services,married,basic.6y,no,no,no,cellular,58.0,1,999.0,0,nonexistent,no
999,blue-collar,married,basic.9y,no,no,no,cellular,306.0,1,999.0,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,telephone,118.0,1,999.0,0,nonexistent,no
34,blue-collar,married,basic.9y,unknown,no,no,cellular,263.0,1,999.0,1,failure,no
32,technician,single,university.degree,no,yes,no,cellular,297.0,1,999.0,0,nonexistent,no
41,admin.,married,university.degree,no,no,no,telephone,128.0,2,999.0,0,nonexistent,no
36,technician,married,professional.course,no,yes,no,cellular,182.0,3,999.0,0,nonexistent,no
30,self-employed,married,university.degree,no,no,no,cellular,212.0,4,999.0,0,nonexistent,yes
34,technician,married,university.degree,no,no,no,telephone,222.0,1,999.0,0,nonexistent,no
31,admin.,single,high.school,no,yes,no,telephone,120.0,3,999.0,0,nonexistent,no
999,management,single,university.degree,no,yes,no,telephone,112.0,2,999.0,1,failure,no
54,technician,married,high.school,no,yes,no,cellular,82.0,1,999.0,0,nonexistent,no
37,admin.,single,high.school,no,no,no,telephone,147.0,1,999.0,0,nonexistent,no
28,self-employed,married,university.degree,no,yes,no,cellular,695.0,1,999.0,0,nonexistent,no
45,housemaid,married,professional.course,unknown,no,no,telephone,166.0,2,999.0,0,nonexistent,no
42,services,married,high.school,no,yes,no,cellular,520.0,2,3.0,1,success,no
38,blue-collar,married,basic.6y,unknown,no,no,telephone,236.0,1,999.0,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,150.0,2,10.0,3,success,yes
30,admin.,single,high.school,no,yes,no,cellular,712.0,2,999.0,0,nonexistent,no
42,admin.,married,high.school,unknown,no,no,telephone,956.0,2,999.0,0,nonexistent,no
48,admin.,single,university.degree,no,no,no,cellular,808.0,1,999.0,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,telephone,355.0,1,999.0,0,nonexistent,no
41,admin.,married,university.degree,no,no,no,cellular,295.0,1,999.0,0,nonexistent,no
50,admin.,single,university.degree,no,yes,no,cellular,222.0,1,999.0,0,nonexistent,no
25,admin.,single,university.degree,no,yes,no,cellular,255.0,1,999.0,0,nonexistent,yes
45,admin.,married,basic.9y,no,yes,no,telephone,165.0,2,999.0,0,nonexistent,no
30,technician,married,university.degree,no,no,no,cellular,1031.0,6,999.0,0,nonexistent,no
999,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,127.0,1,999.0,0,nonexistent,no
35,admin.,married,high.school,no,yes,no,cellular,84.0,1,999.0,0,nonexistent,no
27,entrepreneur,married,university.degree,no,yes,no,cellular,153.0,2,,0,nonexistent,no
59,management,married,basic.4y,no,yes,no,cellular,351.0,3,999.0,0,nonexistent,yes
45,unemployed,married,high.school,unknown,no,no,telephone,120.0,2,999.0,0,nonexistent,no
30,admin.,married,university.degree,no,yes,no,cellular,461.0,1,999.0,0,nonexistent,yes
37,admin.,married,high.school,no,unknown,unknown,cellular,294.0,1,999.0,1,failure,yes
47,admin.,single,university.degree,unknown,yes,yes,telephone,656.0,1,999.0,0,nonexistent,no
54,self-employed,married,high.school,no,yes,no,cellular,204.0,4,999.0,0,nonexistent,no
55,entrepreneur,divorced,university.degree,no,no,no,telephone,345.0,16,999.0,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,cellular,190.0,1,999.0,0,nonexistent,no
40,technician,married,professional.course,no,yes,no,cellular,114.0,1,999.0,0,nonexistent,no
38,technician,divorced,professional.course,no,yes,no,cellular,550.0,1,999.0,0,nonexistent,no
26,blue-collar,single,high.school,no,no,no,cellular,49.0,3,999.0,0,nonexistent,no
44,admin.,married,high.school,no,yes,no,telephone,96.0,2,999.0,0,nonexistent,no
39,blue-collar,married,basic.9y,no,yes,no,cellular,741.0,4,999.0,1,failure,yes
45,housemaid,divorced,university.degree,no,yes,no,telephone,105.0,1,999.0,0,nonexistent,no
24,student,single,high.school,unknown,no,no,cellular,284.0,1,999.0,0,nonexistent,no
56,blue-collar,married,basic.4y,unknown,no,no,cellular,1545.0,1,,0,nonexistent,yes
60,retired,married,basic.4y,unknown,no,no,telephone,223.0,2,,0,nonexistent,no
999,services,married,high.school,no,yes,no,telephone,,5,999.0,0,nonexistent,no
25,self-employed,single,university.degree,no,yes,no,telephone,158.0,2,999.0,0,nonexistent,no
30,student,single,high.school,no,yes,no,cellular,201.0,2,999.0,0,nonexistent,no
48,admin.,married,university.degree,no,yes,no,cellular,220.0,2,999.0,1,failure,no
36,admin.,married,professional.course,no,yes,no,telephone,129.0,1,999.0,0,nonexistent,no
57,services,married,high.school,no,yes,no,cellular,113.0,2,999.0,1,failure,no
33,admin.,single,university.degree,no,yes,no,cellular,207.0,4,999.0,0,nonexistent,no
38,entrepreneur,married,basic.6y,no,no,no,telephone,229.0,1,999.0,0,nonexistent,no
45,self-employed,,university.degree,no,yes,no,telephone,870.0,11,999.0,0,nonexistent,no
59,housemaid,married,basic.4y,unknown,no,no,cellular,121.0,2,999.0,0,nonexistent,no
40,services,married,basic.9y,unknown,no,no,telephone,13.0,2,999.0,0,nonexistent,no
35,services,single,high.school,no,yes,no,cellular,66.0,1,999.0,1,failure,no
999,housemaid,married,basic.4y,no,yes,no,cellular,413.0,1,999.0,0,nonexistent,no
35,management,married,university.degree,no,yes,yes,telephone,219.0,1,,0,nonexistent,no
36,admin.,married,high.school,no,yes,yes,telephone,208.0,1,999.0,0,nonexistent,no
47,services,divorced,high.school,no,unknown,unknown,telephone,299.0,3,999.0,0,nonexistent,no
52,admin.,married,unknown,no,no,no,telephone,513.0,13,14.0,2,failure,no
36,admin.,divorced,high.school,no,yes,no,cellular,323.0,2,999.0,1,failure,no
43,services,single,high.school,unknown,no,yes,cellular,53.0,1,999.0,0,nonexistent,no
36,blue-collar,married,basic.9y,unknown,no,no,cellular,951.0,3,999.0,1,failure,yes
45,blue-collar,married,unknown,no,yes,no,cellular,944.0,1,999.0,1,failure,yes
29,technician,married,professional.course,no,yes,no,cellular,128.0,2,999.0,0,nonexistent,no
54,admin.,married,university.degree,no,yes,no,cellular,201.0,2,999.0,0,nonexistent,no
47,blue-collar,single,unknown,no,yes,no,cellular,91.0,2,999.0,0,nonexistent,no
52,management,married,university.degree,unknown,no,no,telephone,268.0,4,999.0,0,nonexistent,no
40,blue-collar,married,basic.4y,unknown,no,yes,telephone,181.0,2,999.0,0,nonexistent,no
63,retired,divorced,basic.4y,no,no,no,cellular,78.0,1,999.0,0,nonexistent,no
32,management,married,high.school,no,no,yes,cellular,256.0,2,999.0,0,nonexistent,no
57,retired,married,professional.course,no,unknown,unknown,cellular,193.0,1,999.0,0,nonexistent,no
47,blue-collar,single,basic.9y,unknown,yes,no,cellular,72.0,1,999.0,0,nonexistent,no
27,services,single,university.degree,no,no,no,cellular,55.0,2,999.0,0,nonexistent,no
45,management,single,basic.9y,no,yes,no,telephone,69.0,1,,0,nonexistent,no
28,blue-collar,single,basic.9y,no,no,no,cellular,159.0,1,999.0,0,nonexistent,no
38,technician,single,high.school,no,yes,no,cellular,183.0,1,999.0,0,nonexistent,no
31,technician,married,professional.course,no,yes,no,telephone,157.0,6,999.0,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,145.0,1,999.0,0,nonexistent,no
43,technician,,professional.course,no,yes,no,telephone,274.0,4,999.0,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,cellular,207.0,2,7.0,1,success,yes
51,services,divorced,basic.6y,unknown,no,yes,telephone,114.0,3,999.0,0,nonexistent,no
45,admin.,married,university.degree,no,yes,yes,cellular,317.0,5,999.0,0,nonexistent,yes
32,admin.,single,university.degree,no,no,no,cellular,109.0,1,999.0,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,telephone,71.0,1,13.0,1,success,yes
34,management,married,university.degree,no,no,no,telephone,187.0,3,999.0,0,nonexistent,no
35,technician,married,basic.9y,no,no,no,telephone,24.0,1,999.0,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,cellular,119.0,1,999.0,0,nonexistent,no
29,housemaid,married,high.school,no,no,no,telephone,161.0,12,999.0,0,nonexistent,no
34,technician,single,professional.course,no,no,yes,telephone,3.0,1,999.0,0,nonexistent,no
47,housemaid,married,basic.4y,unknown,yes,no,telephone,148.0,1,999.0,0,nonexistent,no
27,student,single,university.degree,no,yes,no,telephone,125.0,1,999.0,0,nonexistent,no
37,admin.,married,university.degree,no,no,yes,cellular,175.0,3,999.0,0,nonexistent,no
55,retired,married,university.degree,unknown,yes,no,telephone,1012.0,1,999.0,0,nonexistent,yes
53,services,married,high.school,unknown,no,no,telephone,2260.0,2,999.0,0,nonexistent,no
34,technician,divorced,professional.course,no,yes,no,cellular,83.0,2,999.0,1,failure,no
48,services,married,high.school,no,no,no,cellular,96.0,1,999.0,0,nonexistent,no
31,technician,married,professional.course,no,yes,no,cellular,87.0,2,999.0,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,106.0,1,999.0,0,nonexistent,no
55,blue-collar,married,basic.4y,unknown,yes,no,telephone,385.0,1,999.0,0,nonexistent,no
47,services,married,high.school,no,no,yes,cellular,506.0,2,999.0,2,failure,no
38,blue-collar,unknown,high.school,no,no,no,cellular,311.0,1,6.0,1,success,no
